<CdSiteHydro>,<LbSiteHydro>,<Annee>,<TypeCampObservations>,<DtRealObservation>,<LbRsObservationDpt>,<RsObservationDpt>,<LbRsObservationNat>,<RsObservationNat>,<NomEntiteHydrographique>,<CdTronconHydrographique>,<LbCommune>,<CdCommune>,<CdDepartement>,<LbRegion>,<NomCircAdminBassin>,<CoordXSiteHydro>,<CoordYSiteHydro>,<ProjCoordSiteHydro>,FLG
V1225022,Le Viéran à Pringy,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Viéran,V1220640,PRINGY,74217,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,941332.2,6543922.5,26,FLG
V1114031,Les Petites Usses à Choisy,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Les Petites Usses,V1110560,CHOISY,74076,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,932715.5,6549252,26,FLG
V1100001,Le Grand Verray à Menthonnex-en-Bornes,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Grand Verray,V1100560,MENTHONNEX-EN-BORNES,74177,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,946408.9,6554484.5,26,FLG
V1225021,Le Daudens à Evires,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Daudens,V1220580,EVIRES,74120,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,949712.2,6552293,26,FLG
W0400001,L'Arly à Megève,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,L'Arly,W04-0400,MEGEVE,74173,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,979937.5,6535086.5,26,FLG
V0032011,Le Nant d'arbon à Domancy,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,le Nant d'Arbon,V0030620,DOMANCY,74103,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,983147.1,6541128.5,26,FLG
V1200002,Le Nom à La Clusaz,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Nom,V1200560,LA CLUSAZ,74080,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,966458,6537266,26,FLG
V1200001,Le Champfroid Aux Clefs,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Ruisseau de Champfroid,V1200540,LES CLEFS,74079,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,958590.230487268,6531529.02882248,26,FLG
V0020001,Le Nant Rouge aux Contamines-Montjoie,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Nant Rouge,V0020600,LES CONTAMINES-MONTJOIE,74085,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,988844.9,6530478.5,26,FLG
V0002011,L'Arve à Chamonix-Mont-Blanc,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,L'Arve,V0--0200,CHAMONIX-MONT-BLANC,74056,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,1002003.04803789,6546953.38513705,26,FLG
V0140001,Le Foron de Mieussy à Mieussy,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Foron,V0140540,MIEUSSY,74183,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,972577.070637971,6567566.34192813,26,FLG
V0235021,Le Brevon de Saxel à Boëge,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Brevon,V0230580,BOEGE,74037,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,961472.2,6574293,26,FLG
V0325011,La Dranse de la Manche à Morzine,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,La Dranse de la Manche,V0320520,MORZINE,74191,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,987375.3,6569063.5,26,FLG
V0130001,Le Foron de Taninges à Taninges,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Foron,V0130500,TANINGES,74276,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,979084.81256938,6568209.38263175,26,FLG
V0120001,Le Clevieu à Samoens,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Clévieux,V0120540,SAMOENS,74258,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,988468.898822057,6560566.66934144,26,FLG
V0205421,Le Bronze au Mont-Saxonnex,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Bronze,V0200500,MONT-SAXONNEX,74189,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,967333.5,6555927.5,26,FLG
V0060001,Le Foron du Reposoir au Reposoir,2014,usuelle,2014-05-27,Ecoulement visible,1,Ecoulement visible,1,Le Foron du Reposoir,V0060500,LE REPOSOIR,74221,74,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,973528.2,6551862.5,26,FLG
U3455051,Ruisseau la Blanette à Savigny-En-Revermont,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau de Blaine,U3450720,SAVIGNY-EN-REVERMONT,71506,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,881900.461402004,6617273.36892707,26,FLG
U3300001,Rivière la Tenarre à Tronchy,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Tenarre,U3300500,TRONCHY,71548,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,859168.2,6626980,26,FLG
U3110001,Ruisseau Les Raux à Damerey,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Cosne,U3110500,DAMEREY,71167,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,852595.788859231,6637962.98971071,26,FLG
U3470002,Rivière la Sane-Vive à Montpont-En-Bresse,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Sane,U3470500,MONTPONT-EN-BRESSE,71318,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,866937.2,6605385.5,26,FLG
U3470003,Rivière la Sane-Morte à Varennes-Saint-Sauveur,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Sane-Morte,U3470580,MONTPONT-EN-BRESSE,71318,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,869319.4,6603526.5,26,FLG
U3424011,Ruisseau la Servonne à Vincelles,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Servonne,U3420520,VINCELLES,71580,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,870542.741676455,6620527.71300925,26,FLG
U2745021,Rivière la Guyotte à Frontenard,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Guyotte,U2740500,FRONTENARD,71208,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,864119.9,6647466.5,26,FLG
U3234012,Ruisseau de Nourue à Savigny-Sur-Grosne,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ruisseau de Nourue,U3230520,SAVIGNY-SUR-GROSNE,71507,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,828537.277383548,6611269.71406539,26,FLG
U3127012,Rivière la Thalie à Rully,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Thalie,U3120700,RULLY,71378,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,833737.9,6643299.5,26,FLG
U3234011,Ruisseau la Goutteuse à Messey-Sur-Grosne,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Goutteuse,U3230540,MESSEY-SUR-GROSNE,71296,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,833277,6617409,26,FLG
U3225011,Ruisseau la Petite Guye à Chevagny-Sur-Guye,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Petite Guye,U3220660,CHEVAGNY-SUR-GUYE,71127,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,815507.7,6605255.5,26,FLG
U3225012,Ruisseau le Brennon au Puley,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Brennon,U3220580,LE PULEY,71363,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,819540.461776223,6620953.80871086,26,FLG
U3127011,Rivière l'Orbise à Barizey,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,L'Orbise,U3120640,BARIZEY,71019,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,827390.392105738,6633983.21710542,26,FLG
U4100001,Ruisseau de Joux à Aze,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ruisseau de Joux,U4101000,AZE,71016,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,834157,6594660,26,FLG
U4305411,Le Carruge à Pierreclos,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Carruge,"",PIERRECLOS,71350,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,828860,6583364.5,26,FLG
U3205212,Ruisseau le Valouzin à Saint-Point,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Valouzin,U3200600,SAINT-POINT,71470,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,824010.431019304,6582157.68945325,26,FLG
K1050001,Ruisseau le Pontbrenon à Coublanc,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Pontbrenon,K1058000,COUBLANC,71148,71,BOURGOGNE,LOIRE-BRETAGNE,798820.222555651,6564954.63250554,26,FLG
K1110002,Ruisseau le Sernay à Ceron,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Sernay,K1117700,CERON,71071,71,BOURGOGNE,LOIRE-BRETAGNE,772673.6,6576578.5,26,FLG
K1660003,Ruisseau d'Achard à Cronat,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ruisseau d'Achard,K1665400,CRONAT,71155,71,BOURGOGNE,LOIRE-BRETAGNE,755936.348207104,6622324.94745169,26,FLG
K1440012,Ruisseau le Doulin à Gilly-Sur-Loire,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Doulin,K1444500,GILLY-SUR-LOIRE,71220,71,BOURGOGNE,LOIRE-BRETAGNE,761248.9,6603788,26,FLG
K1370002,Ruisseau de l'Ordon à Saint-Romain-Sous-Versigny,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Ordon,K1377500,SAINT-ROMAIN-SOUS-VERSIGNY,71478,71,BOURGOGNE,LOIRE-BRETAGNE,789640.8918115,6615122.86075496,26,FLG
K1150001,Rivière l'Ozolette à Ozolles,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Ozolette,K1154000,OZOLLES,71339,71,BOURGOGNE,LOIRE-BRETAGNE,805028.693071803,6587110.82919625,26,FLG
K1130001,Rivière l'Arconce à le Rousset,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Arconce,K11-0320,LE ROUSSET,71375,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,810136.861513725,6609592.14981825,26,FLG
K1353011,Ruisseau du Moulin Neuf à Gourdon,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Moulin neuf,K1359300,GOURDON,71222,71,BOURGOGNE,LOIRE-BRETAGNE,808093.560846872,6618005.28082578,26,FLG
K1633011,Ruisseau de Montperroux à Grury,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ruisseau de Montperroux,K1634000,GRURY,71227,71,BOURGOGNE,LOIRE-BRETAGNE,772011.1,6616836,26,FLG
K1330001,Rivière des Pontins à Toulon-Sur-Arroux,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,les Pontins,K1334000,TOULON-SUR-ARROUX,71542,71,BOURGOGNE,LOIRE-BRETAGNE,787070.941834014,6622350.46327734,26,FLG
K1370001,Rivière l'Oudrache à Saint-Berain-Sous-Sanvignes,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Oudrache,K1374000,SAINT-BERAIN-SOUS-SANVIGNES,71390,71,BOURGOGNE,LOIRE-BRETAGNE,798301.8,6621733.5,26,FLG
K1314012,Ruisseau Le Bois du Ruault à Marmagne,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ruisseau de bois du Ruault,K1315500,MARMAGNE,71282,71,BOURGOGNE,LOIRE-BRETAGNE,804658.6,6636028,26,FLG
U3004011,Ruisseau de la Creuse à Couches,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ruisseau de la Creuse,U3000580,COUCHES,71149,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,818744.799495784,6642894.93775537,26,FLG
U3004012,Ruisseau de Corcelles à Dracy-Les-Couches,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ruisseau de Corcelles,U3000600,DRACY-LES-COUCHES,71183,71,BOURGOGNE,RHONE-MEDITERRANEE-CORSE,819751.738219326,6644244.87736628,26,FLG
K1230001,Rivière la Miette à Saisy,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Miette,K1238900,SAISY,71493,71,BOURGOGNE,LOIRE-BRETAGNE,816361.8,6653300,26,FLG
K1314011,Ruisseau du Moulin ou Le Toulongeon à la Chapelle-Sous-Uchon,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ruisseau du moulin,K1318600,LA CHAPELLE-SOUS-UCHON,71096,71,BOURGOGNE,LOIRE-BRETAGNE,795508.88196935,6638740.23167644,26,FLG
A6550001,Le ruisseau de Frouard à Marainviller,2014,usuelle,2014-05-23,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau de Frouard,A6550730,MARAINVILLER,54350,54,LORRAINE,RHIN-MEUSE,967662.34625,6839662.57281252,26,FLG
K1294511,Ruisseau des Vernottes à La Grande-Verriere,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ruisseau des Vernottes,K1297400,LA GRANDE-VERRIERE,71223,71,BOURGOGNE,LOIRE-BRETAGNE,786280.509268847,6654269.93932315,26,FLG
K1273112,Ru de Sommant à Sommant,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ru de Sommant,K1276000,SOMMANT,71527,71,BOURGOGNE,LOIRE-BRETAGNE,792639.555988441,6661257.05195114,26,FLG
K1211811,Ruisseau le Trévoux à Igornay,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Trévoux,K1219000,IGORNAY,71237,71,BOURGOGNE,LOIRE-BRETAGNE,802727.749580902,6662462.0002133,26,FLG
K1220001,Rivière l'Arroux à Igornay,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Arroux,K1--0180,IGORNAY,71237,71,BOURGOGNE,LOIRE-BRETAGNE,804227.1,6661627,26,FLG
K1273111,Ruisseau de la Gagère à Chissey-En-Morvan,2014,usuelle,2014-05-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Gagère,K1274000,CHISSEY-EN-MORVAN,71129,71,BOURGOGNE,LOIRE-BRETAGNE,793308.4,6667250.5,26,FLG
A6300001,Les Grands Feings à Thiaville sur Meurthe,2014,usuelle,2014-05-23,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau des Grands Fins,A6300520,THIAVILLE-SUR-MEURTHE,54519,54,LORRAINE,RHIN-MEUSE,980631.603032178,6818505.62465657,26,FLG
A6731222,Le ruisseau du Trou d'Avedeuy à Seranville,2014,usuelle,2014-05-23,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau d'Avedeuy,A6730740,SERANVILLE,54501,54,LORRAINE,RHIN-MEUSE,960119.5675,6824670.5134375,26,FLG
A6731221,Le Houzard à Moyen,2014,usuelle,2014-05-23,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau du Houzard,A6730530,MOYEN,54393,54,LORRAINE,RHIN-MEUSE,963725.271129831,6825117.75898716,26,FLG
A6921011,Le ruisseau d'Evrecourt à Lupcourt,2014,usuelle,2014-05-23,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau de l'Etang,A6920630,LUPCOURT,54330,54,LORRAINE,RHIN-MEUSE,938315.315625,6839333.6140625,26,FLG
A6320001,Le Bouxérupt à Azerailles,2014,usuelle,2014-05-23,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau le Bouxerul,A6320320,AZERAILLES,54038,54,LORRAINE,RHIN-MEUSE,973874.340861957,6828942.59697012,26,FLG
A6320002,Le ruisseau des Templiers à Flin,2014,usuelle,2014-05-23,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau des Templiers,A6320620,AZERAILLES,54038,54,LORRAINE,RHIN-MEUSE,970488.930202041,6830496.16349447,26,FLG
A5002011,Le Paleboeuf à Giriviller,2014,usuelle,2014-05-23,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau de Paleboeuf,A5000630,GIRIVILLER,54228,54,LORRAINE,RHIN-MEUSE,957724.2,6820660.5,26,FLG
A6812011,Le ruisseau de l'étang de Lagarde à Remoncourt,2014,usuelle,2014-05-23,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau le Remoncourt,A6810610,REMONCOURT,54457,54,LORRAINE,RHIN-MEUSE,975679.762708334,6846683.37333334,26,FLG
A7710001,La Loutre Noire à Juvrecourt,2014,usuelle,2014-05-23,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Loutre Noire,A77-0200,JUVRECOURT,54285,54,LORRAINE,RHIN-MEUSE,962691.7775,6854079.4890625,26,FLG
A7830001,Le ruisseau de Cendry à Manoncourt sur Seille (Belleau),2014,usuelle,2014-05-23,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau de Greve,A7830340,BELLEAU,54059,54,LORRAINE,RHIN-MEUSE,934591.384166667,6868933.80604167,26,FLG
A6500001,Le ruisseau de Leintrey à Leintrey,2014,usuelle,2014-05-23,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau Dessous l'Etang,A6500330,LEINTREY,54308,54,LORRAINE,RHIN-MEUSE,975759.23875,6842163.809375,26,FLG
A6850001,Le ruisseau de Bussy à Einville au Jard,2014,usuelle,2014-05-23,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau de Bussy,A6850720,EINVILLE-AU-JARD,54176,54,LORRAINE,RHIN-MEUSE,955555.75375,6843398.9921875,26,FLG
A6812012,Le ruisseau du Haut Clocher à Vaucourt,2014,usuelle,2014-05-23,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau la Thille,A6810930,VAUCOURT,54551,54,LORRAINE,RHIN-MEUSE,971643.597948219,6847164.46011979,26,FLG
A6431121,Le ruisseau de l'étang Gresson à Fremonville,2014,usuelle,2014-05-23,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau de l'Etang Gresson,A6430350,FREMONVILLE,54211,54,LORRAINE,RHIN-MEUSE,987206.990625,6838977.6428125,26,FLG
A6910001,Le ruisseau de l'Accord à Courbesseaux,2014,usuelle,2014-05-23,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau de l'Accord,A6910330,COURBESSEAUX,54139,54,LORRAINE,RHIN-MEUSE,951341.175879066,6848795.56435277,26,FLG
A5340001,La Vermillère à Clerey sur Brenon,2014,usuelle,2014-05-23,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau de la Vermillere,A5340370,CLEREY-SUR-BRENON,54132,54,LORRAINE,RHIN-MEUSE,931931.646875,6827301.5028125,26,FLG
U2604072,Cornebouche à Montgesoye,2014,complémentaire,2014-06-20,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau de Cornebouche,U2600540,MONTGESOYE,25400,25,FRANCHE-COMTE,RHONE-MEDITERRANEE-CORSE,941034.6,6671216.5,26,FLG
U2624011,Bief De Caille à Ronchaux,2014,complémentaire,2014-06-20,Ecoulement visible faible,1f,Ecoulement visible,1,Bief de Caille,U2621040,RONCHAUX,25500,25,FRANCHE-COMTE,RHONE-MEDITERRANEE-CORSE,919848.2,6665683.5,26,FLG
U2604073,Breme à Ornans,2014,complémentaire,2014-06-20,Ecoulement non visible,2,Ecoulement non visible,2,La Brême,U2600600,SCEY-MAISIERES,25537,25,FRANCHE-COMTE,RHONE-MEDITERRANEE-CORSE,936547.715919881,6673419.18621617,26,FLG
U2604071,Vergetolle à Vuillafans,2014,complémentaire,2014-06-20,Ecoulement visible faible,1f,Ecoulement visible,1,Ruisseau de Raffenot,U2600500,CHATEAUVIEUX-LES-FOSSES,25130,25,FRANCHE-COMTE,RHONE-MEDITERRANEE-CORSE,942909.5,6667883,26,FLG
K0624511,Le Bonsonnet à Luriecq,2014,complémentaire,2014-06-16,Ecoulement visible faible,1f,Ecoulement visible,1,le Bonsonnet,K0626500,LURIECQ,42126,42,RHONE-ALPES,LOIRE-BRETAGNE,785346.4,6484056,26,FLG
K0543011,L'Andrable à Montarcher,2014,complémentaire,2014-06-16,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Andrable,K0544000,MONTARCHER,42146,42,RHONE-ALPES,LOIRE-BRETAGNE,777032.6,6485095.5,26,FLG
K0790011,Le Bernand à Bussières,2014,complémentaire,2014-06-13,Ecoulement visible faible,1f,Ecoulement visible,1,le Bernand,K0799000,BUSSIERES,42029,42,RHONE-ALPES,LOIRE-BRETAGNE,797687.3,6530120.5,26,FLG
K0820001,L'Isable à Chérier,2014,complémentaire,2014-06-16,Ecoulement visible faible,1f,Ecoulement visible,1,l'Isable,K0824000,CHERIER,42061,42,RHONE-ALPES,LOIRE-BRETAGNE,770756.9,6540875,26,FLG
K0673313,L'Arbiche à Chevrières,2014,complémentaire,2014-06-13,Ecoulement visible faible,1f,Ecoulement visible,1,l'Arbiche,K0674500,CHEVRIERES,42062,42,RHONE-ALPES,LOIRE-BRETAGNE,808781.6,6500606.5,26,FLG
K0813021,Le Tranlong à Juré,2014,complémentaire,2014-06-16,Ecoulement visible faible,1f,Ecoulement visible,1,le Tranlong,K0814800,JURE,42116,42,RHONE-ALPES,LOIRE-BRETAGNE,770872.6,6530967.5,26,FLG
V3104011,Le Gier à La-Valla-en-Gier,2014,complémentaire,2014-06-13,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Gier,V31-0400,LA VALLA-EN-GIER,42322,42,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,818703.3,6481908.5,26,FLG
K0650001,La Vidrésonne à Lézigneux,2014,complémentaire,2014-06-16,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Vidresonne,K0655500,LEZIGNEUX,42122,42,RHONE-ALPES,LOIRE-BRETAGNE,782838.8,6496436,26,FLG
K0704511,La Toranche à Saint-Laurent-La-Conche,2014,complémentaire,2014-06-13,Ecoulement visible faible,1f,Ecoulement visible,1,la Toranche,K0704600,SAINT-LAURENT-LA-CONCHE,42251,42,RHONE-ALPES,LOIRE-BRETAGNE,794123.7,6510532.5,26,FLG
K0673312,Le Volvon à Chamboeuf,2014,complémentaire,2014-06-13,Ecoulement visible faible,1f,Ecoulement visible,1,le Volvon,K0678000,CHAMBOEUF,42043,42,RHONE-ALPES,LOIRE-BRETAGNE,801585.5,6497980,26,FLG
K0830001,Le ruisseau d'Argent à Pommiers,2014,complémentaire,2014-06-16,Assec,3,Assec,3,l'Argent,K0834500,POMMIERS,42173,42,RHONE-ALPES,LOIRE-BRETAGNE,782971.9,6525060,26,FLG
V3115011,La Durèze à Génilac,2014,complémentaire,2014-06-17,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Durèze,V3110600,GENILAC,42225,42,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,824319.3,6492581.5,26,FLG
V3517012,Le Riotet à Bourg-Argental,2014,complémentaire,2014-06-13,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Riotet,V3510580,BOURG-ARGENTAL,42023,42,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,822004.5,6467856,26,FLG
K0733221,Le Ciboulet à Saint-Laurent-Rochefort,2014,complémentaire,2014-06-16,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Ciboulet,K0738500,SAINT-LAURENT-ROCHEFORT,42252,42,RHONE-ALPES,LOIRE-BRETAGNE,771722.5,6519860,26,FLG
K0744011,Le Drugent à Montverdun,2014,complémentaire,2014-06-16,Assec,3,Assec,3,le Drugent,K0747000,MONTVERDUN,42150,42,RHONE-ALPES,LOIRE-BRETAGNE,782832.6,6513361.5,26,FLG
K0650002,La Curaize à Saint-Georges-Haute-Ville,2014,complémentaire,2014-06-16,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Curraize,K0654000,SAINT-GEORGES-HAUTE-VILLE,42228,42,RHONE-ALPES,LOIRE-BRETAGNE,785333.7,6495505.5,26,FLG
K0673311,La Coise à Chamboeuf,2014,complémentaire,2014-06-13,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Coise,K06-0330,CHAMBOEUF,42043,42,RHONE-ALPES,LOIRE-BRETAGNE,803396.7,6499483.5,26,FLG
K0974011,Le Gand à Sainte-Colombe-sur-Gand,2014,complémentaire,2014-06-16,Ecoulement visible faible,1f,Ecoulement visible,1,le Gand,K0974000,SAINTE-COLOMBE-SUR-GAND,42209,42,RHONE-ALPES,LOIRE-BRETAGNE,799737.3,6532091,26,FLG
V3315011,La Valencize à Pélussin,2014,complémentaire,2014-06-13,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Valencize,V3310500,PELUSSIN,42168,42,RHONE-ALPES,RHONE-MEDITERRANEE-CORSE,830665.591504189,6482702.56962311,26,FLG
K0763311,Le Pralong à Pralong,2014,complémentaire,2014-06-16,Ecoulement visible faible,1f,Ecoulement visible,1,le Pralong,K0764500,PRALONG,42179,42,RHONE-ALPES,LOIRE-BRETAGNE,780217.3,6507758.5,26,FLG
K0714511,La Charpassonne à Panissières,2014,complémentaire,2014-06-13,Ecoulement visible faible,1f,Ecoulement visible,1,la Charpassonne,K0716500,PANISSIERES,42165,42,RHONE-ALPES,LOIRE-BRETAGNE,802193.7,6521339.5,26,FLG
K0714010,La Loise à Salt-en-Donzy,2014,complémentaire,2014-06-13,Ecoulement visible faible,1f,Ecoulement visible,1,la Loise,K0714000,SALT-EN-DONZY,42296,42,RHONE-ALPES,LOIRE-BRETAGNE,800127.8,6516326.5,26,FLG
K0800001,Le Boën à Saint-Just-en-Chevalet,2014,complémentaire,2014-06-16,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Boën,K0805500,SAINT-JUST-EN-CHEVALET,42248,42,RHONE-ALPES,LOIRE-BRETAGNE,763921.897935989,6535929.71952831,26,FLG
K0820002,Le Mardan à Cherier,2014,complémentaire,2014-06-16,Ecoulement visible faible,1f,Ecoulement visible,1,ruisseau le mardan,K0824800,CHERIER,42061,42,RHONE-ALPES,LOIRE-BRETAGNE,770464.349122351,6540922.90177034,26,FLG
K0800002,La Font D'Aix à Saint-Romain-D'Urfe,2014,complémentaire,2014-06-16,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Font D'Aix,K08-0300,SAINT-ROMAIN-D'URFE,42282,42,RHONE-ALPES,LOIRE-BRETAGNE,764890.1,6533006.5,26,FLG
